Identifier,Message Body
body-389,<div>Hello again<div><br></div><div>It is 66 degrees and overcast at the White House. </div><div><br></div><div>Call time today is noon. Your pooler has been swabbed for COVID-19. </div><div><br></div><div>Here's what's on the schedule for today:</div><div> <br></div><div><strong>1:15 PM&nbsp;&nbsp;&nbsp; THE PRESIDENT delivers remarks on the COVID-19 response and the state of vaccinations</strong><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <em>South Court Auditorium</em><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<em> In-House Pool Coverage (Final Gather 12:55 PM – Brady Press Briefing Room)</em><br> <br><strong><u>Briefing Schedule</u></strong><br> <br><strong>12:15 PM </strong>&nbsp;&nbsp;&nbsp;<strong>Press Briefing by Press Secretary Jen Psaki</strong><br> <br></div><div>Jazmine</div><div><br></div><div>-- <br><div><div><div><div><div><div><div><div><b>Jazmine Ulloa</b><br></div></div><div>National Political Reporter<br><div>The Boston Globe</div><div>o. ▊▊▊▊▊▊▊▊▊▊</div><div>m. ▊▊▊▊▊▊▊▊▊▊</div></div><div>@jazmineulloa</div></div></div></div></div></div></div></div></div>
body-177,"<div><div>A few bits inaudible and do please check against video</div><div><br></div>“Jill and I and the entire administration send our condolences to Her Majesty Queen Elizabeth II on the loss of Prince Philip. He was a heck of a guy. His lifetime of service to the United Kingdom and the whole Commonwealth will be [inaudibl] For a long long time.<br><br>“His bravery serving in World War Two as well as his being champion of the environment as well as the charitable things he set up<br><br>“...express our condolences for an extraordinary life that was lived by the prince.<br><br>“I think he’s going to be missed particularly in the United Kingdom. 99 years old and never slowed down at all which I admire the devil out of.""<div><br></div><div>More TK<br><div><br></div><div>-- <br><div><div><div><div>Rob Crilly<div>White House correspondent</div><div>office: ▊▊▊▊▊▊▊▊▊▊</div><div>cell: ▊▊▊▊▊▊▊▊▊▊</div><div>@robcrilly</div></div></div></div></div></div></div></div>"
body-345,"<div><div><div><br></div><div>Pool has boarded a far smaller and more luxurious aircraft than is typical for White House press travel. It's an Air Force C-37a the military version of a Gulfstream V jet. We're told the landing strip in Laconia New Hampshire is too short for the C-32 aircraft (a military-modified Boeing 757) that usually carry U.S. vice presidents.</div><div><br></div><div>There were two other planes lined up alongside us on the tarmac including one bearing the familiar AF1/AF2 aircraft livery. Otherwise all three looked identical. The other unmarked plane has departed giving us a clear view of VPOTUS's plane and her arrival path.</div><div><br></div><div>Your pooler is camped out eating a provided bagged breakfast in a blue taxpayer-subsidized first-class-style seat whose only rival onboard is a side-facing sofa in the forward cabin.</div><div><br></div><div><br></div> <p><a name=""m_6576908132101777487_m_2973644670930576725_m_7546419206365570268__MailAutoSig"" rel=""noreferrer noreferrer""> </a></p> <p><b>______________________________</b></p> <p><b>David Martosko</b></p> <p>White House correspondent<br><i>DailyMailTV</i><br>Senior Content Executive<br><i>ZENGER NEWS</i><br>▊▊▊▊▊▊▊▊▊▊<br>@dmartosko</p></div></div>"
body-513,<p>President Biden wearing a blue cap began speaking at 2:54pm. He walked out with his granddaughters who are seated off to the side in the front. </p><div><br></div><div>White House sends this along — <br><div><br></div><div>The President is joined today by Amtrak CEO William J. Flynn and Amtrak Conductor Blake Weaver. Granddaughters Maisy and Finnegan Biden walked out with the President.<div><br></div><div><p>Other audience members in attendance:</p><ul><li>Governor Tom Wolf (D)</li><li>Roger Harris Chief Marketing and Revenue Officer Amtrak</li><li>Scot Naparstek Chief Operating Officer Amtrak</li><li>Dennis Newman EVP Planning and Strategy Amtrak</li><li>Steve Predmore Chief Safety Officer Amtrak</li><li>Qiana Spain Chief Human Resource Officer Amtrak</li><li>Christian Zacariassen Chief Information Officer Amtrak</li><li>Kevin H. Winters Inspector General Amtrak</li><li>Amit Bose Acting Administrator of Federal Railroad Administration</li><li>Paul Nissenbaum FRA Associate Administrator for Policy &amp; Development</li><li>Greg Regan President Transportation Trades Department AFL-CIO</li><li>Yassmin Gramian P.E. Pennsylvania Secretary of Transportation</li><li>Leslie S. Richards SEPTA General Manager</li><li>Kevin S. Corbett President &amp; CEO NJ Transit</li><li>John Feltz Transportation Workers Union of America (TWU)</li><li>Arthur Maratea National President Transportation Communications Union (TCU)</li><li>Joseph Sellers International President Sheet Metal Air Railroad Transport Workers Union (SMART)</li><li>Philadelphia City Councilwoman Jamie Gauthier (D)</li></ul></div><br></div></div>-- <br><div><div>Morgan Chalfant<div>White House correspondent The Hill</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div></div></div>
body-183,<div>at 13:37 - after first appearance of regional press visa video link. This time from Alaska.<br><div><br></div>-- <br><div><div><div><div>Rob Crilly<div>White House correspondent</div><div>office: ▊▊▊▊▊▊▊▊▊▊</div><div>cell: ▊▊▊▊▊▊▊▊▊▊</div><div>@robcrilly</div></div></div></div></div></div>
body-148,<p>Good morning from the White House. </p><div><br></div><div>Your pooler for the roundtable event on Black Maternal Health Care with Vice President Kamala Harris and Ambassador Susan Rice has been tested and awaits the pool gather expected at 12:10. <div><br></div><div>Officials from White House say four Black women are slated to speak at the event. <br><div><br></div><div>More details to follow but in the meantime feel free to send me any questions you may have. </div><div><br></div><div>Thank you </div><div>Jessica Floyd</div><div>TheGrio</div><div>▊▊▊▊▊▊▊▊▊▊<br><div><br></div></div></div></div>
body-525,<p>We are taxiing for takeoff en route to Philadelphia International Airport. -- </p><div><div>Morgan Chalfant<div>White House correspondent The Hill</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div></div></div>
body-141,<div>The event ended at 1:28. </div><div><br></div>An attendee to note is Donna Trim-Stewart who lost her daughter a former Capitol Hill staffer who died a week after childbirth. <div><br></div><div>Throughout the event the Vice President focused on the importance of doulas through the pregnancy process and access to aftercare for women who just delivered. </div><div><br></div><div><br><div><br></div><div><br></div></div>
body-373,<p>Pool is now in the east room where a climate-themed set has been built in the middle. It includes a big plant at the center of a round table four tall (maybe 8 foot?) white boxes containing moss and a temporary wall with decorative vegetation.<br><br>There are also two lecterns where VPOTUS and POTUS will speak (each has a glass of water on a table beside it) plus at least three big portrait-style video screens.<br><br>David Smith<br>The Guardian <br>▊▊▊▊▊▊▊▊▊▊<br><br><br><br><br><br><br><br><br><br><br>-- <br><br>This e-mail and all attachments are confidential and may also be <br>privileged. If you are not the named recipient please notify the sender <br>and delete the e-mail and all attachments immediately. Do not disclose the <br>contents to another person. You may not use the information for any <br>purpose or store or copy it in any way. Guardian News &amp; Media Limited <br>is not liable for any computer viruses or other material transmitted with <br>or as part of this e-mail. You should employ virus checking software.<br> <br>Guardian News &amp; Media Limited is a member of Guardian Media Group plc. <br>Registered Office: PO Box 68164 Kings Place 90 York Way London N1P 2AP. <br> Registered in England Number 908396<br><br><br><br><br><br></p>
body-387,<div>WH briefing has ended.<div><br></div><div>Pool is gathering at stakeout location for president’s covid remarks. <br></div> </div>-- <br><div><div><div><div><div><div><div><div><b>Jazmine Ulloa</b><br></div></div><div>National Political Reporter<br><div>The Boston Globe</div><div>o. ▊▊▊▊▊▊▊▊▊▊</div><div>m. ▊▊▊▊▊▊▊▊▊▊</div></div><div>@jazmineulloa</div></div></div></div></div></div></div>
body-380,<div> <div> <div> <p> Wheels down at 1:18pm MST at Albuquerque International Sunport.</p> <div> Bumpy at takeoff from JBA bumpy just before ABQ and 2 other bumpy spots but otherwise smooth uneventful flight. There was a slight problem with attaching the stairs to the exit of the rear of the plane causing some delay in disembarking. We flew over a blanket of clouds that cleared up around the plains and descended to clear views of desert landscape: sandy hills the Sandia mountains covered in dark trees. <br> </div> <div> <br> </div> <div> It is sunny with clear skies and a dry temp of 61 (high of 75) here in Albuquerque. </div> <p> &gt;From now on pool reports will be in Mountain Standard Time. (Remember we will have three days of pool reports from this trip.) </p> <p> We are headed to a nonprofit health center in Albuquerque that has been administering COVID-19 vaccinations. </p> <p> At 1:40pm FLOTUS was met on the tarmac by New Mexico Gov. Michelle Lujan Grisham Albuquerque Mayor Tim Keller recently-elected Rep. Teresa Leger Fernandez (whose district covers the northern part of the state including Santa Fe) and the tribal council vgovernors of three Pueblos (Sandia Isleta and San Felipe) located near Albuquerque among others. See full list below. </p> <p> Lujan Grisham is wearing an iridescent coat and a yellow and red face mask like the NM flag. FLOTUS chatted with her for a minute. She spent a minute or so talking with everyone. She spent a particularly long time chatting with the governor of San Felipe who was wearing a turquoise and silver bolo tie. </p> <p> FLOTUS greeted Gov. Lujan Grisham first and then everyone else in the order listed below. Most of the time she stood in place as they came up to greet her in turn.</p> <p> Will have interview with Leger Fernandez to send you.</p> <p> FLOTUS got into car at 1:49pm. </p> <p> Background note from your pooler: Secretary of the Interior Deb Haaland was the Congresswoman representing Albuquerque and the surrounding area before her cabinet appointment. There will be a special election to replace her in June 1 2021. </p> <p> While in the air President Biden made his address about reaching 200 million vaccine shots nationwide in fewer than 100 days in office. See video of speech for more. Dr. Fauci followed on CNN talking about the need for young people to get vaccinated and the dangers of asymptomatic transmission. Both Biden and Fauci talked about the problem of U.S. vaccine supplies outstripping demand. Officials in Columbus Ohio held a briefing on the police shooting. (2:25pm ET for reference.) </p> <p> We have been joined by local press.  </p> <p> <b>Background provided by East Wing: </b></p> <div> <p> <u>FLOTUS TRAVELING STAFF</u></p> <p> Anthony Bernal - Senior Advisor </p> <p> Julissa Reynoso - Chief of Staff </p> <p> Mala Adiga - Director of Policy &amp; Projects </p> <p> Michael LaRosa - Press Secretary </p> <p> Jordan Montoya - Trip Director &amp; Director of Advance </p> <p> Cameron Smith - Photographer </p> <p> Drew Heskett - Videographer</p> </div> <p> <u>TARMAC GREETERS</u></p> <p> Governor Michelle Lujan Grisham (D New Mexico)</p> <p> Mayor Tim Keller (D Albuquerque)</p> <p> Mrs. Liz Keller Mayor Keller’s wife</p> <p> Congresswoman Teresa Leger Fernandez (D NM-3)</p> <p> State Sen. Katy Duhigg (D NM-10)</p> <p> State Rep. Melanie Stansbury (D NM-28)</p> <p> Governor Stuart Paisano Pueblo of Sandia</p> <p> Governor Vernon Abeita Pueblo of Isleta</p> <p> Governor Anthony Ortiz Pueblo of San Felipe</p> <p> Commissioner Charlene Pyskoty (D Bernalillo County)</p> <p> Marg Elliston New Mexico Democratic Party Chair</p> <div> <p> <u>BIOGRAPHIES - TARMAC GREETERS</u></p> <p> Governor Michelle Lujan Grisham (D New Mexico)</p> <p> Lujan Grisham was elected Governor of New Mexico in November 2018. Prior to her election she served in the U.S. House of Representatives (NM-01) from 2013 to 2019 and as Secretary of Health of New Mexico from 2004 to 2007. She received her bachelor’s degree and law degree from the University of New Mexico. She has two daughters.</p> <p> Mayor Tim Keller (D Albuquerque)</p> <p> Keller has served as Mayor of Albuquerque since 2017. Prior to his election he served as Auditor of New Mexico from 2015 to 2017 and in the New Mexico Senate from 2009 to 2015. He received his bachelor's degree from the University of Notre Dame and master's degree from Harvard University. He and his wife Elizabeth have 2 children.</p> <p> Elizabeth “Liz” Keller</p> <p> Liz is married to Albuquerque Mayor Tim Keller. She earned a master’s degree and PhD in International Development Studies as a Rhodes Scholar at Oxford University. After several years of international work on global water conflict and cooperation she returned home and now works in systems research and analysis at Sandia National Laboratories.</p> <p> Congresswoman Teresa Leger Fernandez (D-NM-03) Freshman Representative for Congressional Hispanic Caucus</p> <p> Leger Fernandez has represented New Mexico’s 3rd congressional district since 2021. The 3rd district is located in northern New Mexico and includes Santa Fe Rio Rancho and Farmington. Prior to her election Leger Fernandez worked as an attorney. She also served as vice chair to the Advisory Council on Historic Preservation under President Obama. She sits on the Education and Labor House Administration and Natural Resources Committees. On the House Natural Resources Committee. She serves as the Chair of the Subcommittee for Indigenous Peoples of the United States. She is also a member of the Congressional Progressive Caucus.</p> <p> State Senator Katy Duhigg (D NM-10)</p> <p> Duhigg has served in the New Mexico Senate since 2021. Prior to her election she was state vice-chair of Common Cause New Mexico and was appointed to serve as Albuquerque City Clerk. She is a founding partner of the Duhigg Law Firm. She received her bachelor's degree from the University of Oregon and her law degree from the University of New Mexico.</p> <p> State Rep. Melanie Stansbury (D NM-28)</p> <p> Melanie Stansbury has served in the New Mexico State House since 2019. Melanie is an ecologist by training and spent time working as a science educator and later worked on land and water issues. She served as a White House Fellow during the Obama-Biden Administration and worked in the office of Senator Maria Cantwell (D-WA).</p> <p> Governor Stuart Paisano Pueblo of Sandia </p> <p> Stuart Paisano has over 21 years of experience in both the government and private sector and has served as the Governor and Lt. Governor of the Pueblo of Sandia. Stuart Paisano was re-appointed as Governor in 2020 and is serving his tenth year as Governor. Governor Paisano has also served as Chairman of the Six Middle Rio Grande Pueblos Water Coalition since 2014.</p> <p> Governor Vernon Abeita Pueblo of Isleta </p> <p> Vernon B. Abeita is an Isleta Tribal Member and the Governor for the Pueblo of Isleta. He was elected to serve the Pueblo for the 2021-2022 term. Governor Abeita has an Associate’s Degree in Emergency Medical Services and is a licensed Paramedic with the State of New Mexico. He and his wife Christine have three children: Richard Xavier and Alanna. Governor Abeita enjoys spending time with his family doing activities such as farming camping hunting and fishing. </p> <p> Governor Anthony Ortiz Pueblo of San Felipe </p> <p> Anthony Ortiz is the Governor of the Pueblo of San Felipe and is serving his ninth term in office. Governor Ortiz has served the Pueblo in a leadership position for eight previous terms. Prior to serving as a Tribal Leader Governor Ortiz spent the majority of his career in the construction industry. In his spare time Governor Ortiz is an artist and is actively engaged in traditional Pueblo agricultural practices.</p> <p> Commissioner Charlene Pyskoty</p> <p> Charlene Pyskoty has served on the Bernanillo County Commission since 2019 and was elected chair in 2021. She is a private practice mental health therapist. She has a bachelor’s degree and three master’s degrees. She and her husband live in Tijeras.</p> <p> New Mexico Democratic Party Chair Marg Elliston</p> <p> Marg Elliston has led the Democratic Party of New Mexico since 2018. Under her leadership Democrats saw historic victories in 2018 and 2020 driven by record voter turnout and a 33-county approach that brings Democrats in every corner of New Mexico into the party. She previously served as the Board President of the Center on Law and Poverty. Marg lives with her husband former Oklahoma US Senator Fred Harris in Corrales. She has a son and a daughter who live in San Francisco. In her free time she enjoys traveling around New Mexico.</p> </div> </div> <div><br> </div> <div><br> </div> <div> <div>Sent from my iPhone</div> <div>Jada Yuan</div> <div>Political Features Writer <i>The Washington Post</i></div> <div>▊▊▊▊▊▊▊▊▊▊</div> <div>C: ▊▊▊▊▊▊▊▊▊▊</div> <div>Twitter: @jadabird</div> <div>IG: @alphajada</div> </div> </div> </div>
body-374,<p>Hi everyone<br><br>Pool has gathered at the Palm Room doors on a bright but cool day ahead of POTUS and VPOTUS’s remarks at session one of today’s climate summit.<br><br>David Smith<br>The Guardian <br>▊▊▊▊▊▊▊▊▊▊<br><br><br><br><br><br><br><br><br><br>-- <br><br>This e-mail and all attachments are confidential and may also be <br>privileged. If you are not the named recipient please notify the sender <br>and delete the e-mail and all attachments immediately. Do not disclose the <br>contents to another person. You may not use the information for any <br>purpose or store or copy it in any way. Guardian News &amp; Media Limited <br>is not liable for any computer viruses or other material transmitted with <br>or as part of this e-mail. You should employ virus checking software.<br> <br>Guardian News &amp; Media Limited is a member of Guardian Media Group plc. <br>Registered Office: PO Box 68164 Kings Place 90 York Way London N1P 2AP. <br> Registered in England Number 908396<br><br><br><br><br><br></p>
body-146,<p>While the pool waited for the VP to enter the South Court at 12:33 she overheard laughter and an enthusiastic Vice President Kamala Harris greet presumably roundtable participants who are in person on White House grounds. </p><div><br></div><div>Shortly after the pool was called into the theater at 12:34 as the roundtable began. This event is being livestream on the White House website. </div>
body-522,"<div>The roundtable kicked off at<a href=""#""> 12:47pm</a> and ended at 1:33pm. VP Harris took five questions from the pool before exiting the room at 1:38pm. Topics included COVID in India pushing the expanded definition of infrastructure her approach to broadband and whether the Brent Spence Bridge will get funding from the American Jobs Plan. I’ll send out her answers shortly — nothing groundbreaking.  <div> <div> <div> <br> </div> <div> Some color from the roundtable: </div> <div> <br> </div> <div> It began with Sen. Sherrod Brown (D-Ohio) saying VP Harris “has made such a difference as vice president already.” Harris said of Brown “Whether the cameras are on or off he is the same person.”</div> <div> <br> </div> <div> The event featured Sen. Brown moderating a discussion between VP Harris and five participants. Everyone sat masked around a table inside the 1819 Innovation Hub at the University of Cincinnati.</div> <div> <br> </div> <div> VP Harris said she views public transit in the context of “Let’s just start with making it doable. Can they raise their families? Get to work? Get to the grocery store?” She said the American Jobs Plan would allocate $110 billion for transit agencies to build on “what you’re doing here in Cincinnati.” VP Harris also said investing in public transit will help fight climate change.</div> <div> <br> </div> <div> Some quotes/notes from the roundtable participants:</div> <ul> <li> Darryl Haley SORTA CEO said “Public transit is about connection...it’s also about connecting to higher paying jobs.”</li><li> Jill Meyer Cincinnati Regional Chamber of Commerce: “When people can make choices we know that they can access better jobs.” She said $1 spent on transit = $3 in economic impact. “Where transit is accessible is where development happens.” </li><li> Eddie Koen Urban League encouraged the Biden/Harris Administration to “really think about transit from a racial equity lens” and build on what they’re already doing.</li><li> Troy Miller Amalgamated Transit Union Local 627 said a lot of his members contracted COVID while working but they’ve recently been using city busses to get members vaccinated. </li><li> Vikas Mehta University of Cincinnati said transit “is social it is psychological.” He talked about the importance of accessibility to bus stops for families and improving infrastructure like sidewalks so people can get around safely. </li></ul> <div> VP Harris said the American Jobs Plan has “substantial money set aside for training” workers to adapt to clean energy transit jobs. She added that organized labor will be key in facilitating the training.</div> <div> <br> </div> <div> Asked by Sen. Brown why people who don’t rely on public transportation should care about investing in it SORTA CEO Darryl Haley said “Even if you yourself don’t use public transportation the people you count on count on public transportation.”</div> <div> <br> </div> <div> VP Harris closed by saying it was an “insightful conversation” about infrastructure which she called a “fancy word for how do you get to where you need to go?” </div> <br> <div> <div>Taylor Popielarz</div> <div>Spectrum News Washington Reporter</div> <div>▊▊▊▊▊▊▊▊▊▊</div> <div>@TaylorPopielarz</div> <div><br> </div> Sent from my iPhone</div> </div> </div> </div> The contents of this e-mail message and <br>any attachments are intended solely for the <br>addressee(s) and may contain confidential <br>and/or legally privileged information. If you<br>are not the intended recipient of this message<br>or if this message has been addressed to you <br>in error please immediately alert the sender<br>by reply e-mail and then delete this message <br>and any attachments. If you are not the <br>intended recipient you are notified that <br>any use dissemination distribution copying<br>or storage of this message or any attachment <br>is strictly prohibited."
body-179,<div><div>for weekly economic briefing in Oval Office - have already sent list of attendees.</div></div>
body-328,"<div><div><div><div>VPOTUS spoke at 12:10 p.m. for about eight minutes beginning by praising Sen. Hassan as an advocate for universal broadband access. <br><br>No major news but highlights are below.<br><br>VPOTUS compared the push for universal broadband to congressional action in 1936 to fund nationwide electrification: ""The idea was pretty basic: Not everybody in America had electricity. And it was really clear that without electricity you couldn't function. You couldn't participate at an equal level. You couldn't be competitive. The quality of life would be so compromised. And so we said as a country: 'Hey! No this is everybody in it together. We all have to participate in making sure everyone has the basic services that are necessary to raise their families participate in society and be productive.'""<br><br>She laughed: ""Many of us grew up with -- you know we had to do our homework and if you needed help you went to the Encyclopedia Brittanica. Those days are over! Now you've got to have access to the Internet!""<br><br>She spoke briefly but mostly inaudibly in the face of a stiff wind about broadband's impact on small business. Your pooler caught the words ""access and affordability."" <br><br>""Think about our seniors. The pandemic made so clear that some of our most vulnerable those that need healthcare the most can't get to a doctor. But we have this thing called telemedicine where you can get diagnosed you can get treatment -- *if*if you have access to broadband.""<br><br>VPOTUS said massive amounts of money are being spent to bring ""affordable access to broadband to everyone. It's the same thing that our country decided to do in 1936 saying 'Let's get electricity to everybody.' And rural America should not be left out of that priority."" ...<br><br>""the emphasis on co-ops the emphasis on nonprofits the emphasis on efforts that are being led by the community. And so that's why we're here today: To see it. To see it and understand. This is really an incredible moment in our history.""<br><br>VPOTUS turned to the racks of transformers and asked Steve Camerino: ""What are we looking at?"" Camerino told her they were electric transformers and fiber optic cables.<br><br>VPOTUS went back to Jeff Bird for a minute-long conversation even quieter than before and closer to him. Nothing was audible. She chatted with Camerino and then walked back inside the Co-op building for a meet-and-greet listening session that is closed to the press.</div><div><br></div><div>VPOTUS took no questions from reporters. We have yet to get face-time or a gaggle today.<br><br>Your pooler is sending this dispatch from inside the parked pool van where VP staff was kind enough to bring some pizza. Our van driver spotted a bald eagle circling overhead.<br><br>When VPOTUS wraps up inside we'll be on the road again headed toward Concord N.H. for an event at an apprenticeship training center run by the International Brotherhood of Electric Workers. Expect that transit to be another 45 minutes.<br><br><br><br>e<br></div><div><br></div> <p><a name=""m_6139256492773969286_m_3108290787797741180_m_-2272735963939942249__MailAutoSig"" rel=""noreferrer noreferrer""> </a></p> <p><b>______________________________</b></p> <p><b>David Martosko</b></p> <p>White House correspondent<br><i>DailyMailTV</i><br>Senior Content Executive<br><i>ZENGER NEWS</i><br>▊▊▊▊▊▊▊▊▊▊<br>@dmartosko</p></div></div> </div>"
body-317,<div> <p><b>______________________________</b></p> <p><b>David Martosko</b></p> <p>White House correspondent<br><i>DailyMailTV</i><br>Senior Content Executive<br><i>ZENGER NEWS</i><br>▊▊▊▊▊▊▊▊▊▊<br>@dmartosko</p></div>
body-125,<p>Good morning from the North Lawn. Pool is gathering ahead of Vice President Kamala Harris’ virtual meeting with outside national security experts on immigration and the Northern Triangle per her published schedule. </p><div><br></div><div>Pool will be in the room for VP’s opening remarks/brief spray at the top of the meeting and will send along attendees and color once they’re provided. </div>-- <br><div><div><div><div><div><div><div><div><div><div><div><div>Christian Datoc</div><div>Senior White House Correspondent</div><div><div>The Daily Caller</div><div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div></div></div><div>▊▊▊▊▊▊▊▊▊▊</div><div>C: ▊▊▊▊▊▊▊▊▊▊</div><div>@TocRadio</div></div></div></div></div></div></div></div></div></div></div></div>
body-122,<div><div><div>**** apologies if this comes through twice... looks like it’s spinning in my outbox</div><div><br></div><div>VP was already seated in her ceremonial EEOB office when pool entered at 10:08am ET.</div><div><br></div><div><br></div><div>Highlights from her opening remarks:</div><div><br></div><div><div>VP said she was “looking forward” to today’s discussion focusing on the core causes of migration in the Northern Triangle. </div><div><br></div><div>Her work is “informed” by basic principles and beliefs:</div><div>1) most people don’t want to leave their homes where they have family and are familiar with culture/language. When they do it’s to flee harm or because there is no opportunity to meet essential needs</div><div><br></div><div>2) there’s an important four-letter word: “hope...” Looking at the NT the US has an opportunity to provide people with “some hope that if they stay at home hope is on the way”</div><div><br></div><div>She added that the work admin is doing in the Northern Triangle won’t fix problems overnight... economic resiliency climate reform water policy food sustainability fixing corruption... it’s about assessing what “we can do about economic development” in the region</div><div><br></div><div>“There is great work that is already happening in our initiative that includes reaching out to her allies at the UN”</div><div><br></div><div>“We are convening this group of experts today because you all have been working for years in this region...”</div><div><br></div><div><div>Responding to a question from your pooler VP said she does not currently plan to visit the souther border but that she is looking forward to an upcoming visit to Mexico and Guatemala</div><div><br></div><div>“The President has asked Sec. Mayorkas to address what is going on at the border... I have been asked to address the root causes similar to what” President Biden did as VP</div><div><br></div><div>She added that she has spoken to the president of a Guatemala... “I’ve probably said too much” ... and that she is “happy” to take her first trip to the Northern Triangle soon including stops in Mexico and Guatemala </div></div><div><br></div><div><br></div><div>Wranglers escorted pool out of the meeting at 10:16 am ET. </div></div></div></div>-- <br><div><div><div><div><div><div><div><div><div><div><div><div>Christian Datoc</div><div>Senior White House Correspondent</div><div><div>The Daily Caller</div><div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div><div>▊▊▊▊▊▊▊▊▊▊</div></div></div><div>▊▊▊▊▊▊▊▊▊▊</div><div>C: ▊▊▊▊▊▊▊▊▊▊</div><div>@TocRadio</div></div></div></div></div></div></div></div></div></div></div></div>
body-310,<div> <div> <div>Your pooler is using the drive back to Albuquerque to tie up odds &amp; ends of last three days. </div> <div><br> </div> <div>Soon after the brief stop the motorcade pulled off the highway and onto an Old Route 66 two-lane road possibly to avoid construction. There is a really great looking bike path alongside it. Now back on highway. </div> <div><br> </div> <div>For people who wanted to know which Flying J truck stop FLOTUS entered on Thursday it’s the one in Continental Divide NM 19 miles from Gallup NM. </div> <div><br> </div> <div>CORRECTION to report #5 President Nez had told President Biden to nominate Roselyn Tso to bigger role in the Indian Health Service NOT Bureau of Indian Affairs. </div> <div><br> </div> <div>He also thanked President Biden for making a “major disaster” not an “emergency” declaration. “We appreciate the force within days after the inauguration signing the major disaster declarations for Navajo Nation which brought in more resources.”</div> <div><br> </div> <div>Here’s the Nez exchange via otter </div> <div><br> </div> <div>NEZ RE: ROSELYN: I’ve been asking your husband to nominate her put her in a position at the Indian Health Service.<br> </div> <div><br> </div> <div>BIDEN: I happen to know that! I happen to know that!</div> <div><br> </div> <div>NEZ: I just want to tell the truth in front of the media here. </div> <div><br> </div> <div>BIDEN: I got briefed on this! </div> <div><br> </div> <div>ADKINS TO BIDEN: President Nez put some mandates in place early on that were not popular and I'm sure got a lot of guff for that. But I'll tell you what that's what made our numbers go down and stay down And we didn't have the push back or the bad press that a lot of the bigger cities had. People knew we had to do what we needed to do so that we could protect our people. </div> <div><br> </div> <div><br> </div> <div> <div>Sent from my iPhone</div> <div>Jada Yuan</div> <div>Political Features Writer <i>The Washington Post</i></div> <div>▊▊▊▊▊▊▊▊▊▊</div> <div>C: ▊▊▊▊▊▊▊▊▊▊</div> <div>Twitter: @jadabird</div> <div>IG: @alphajada</div> </div> </div> </div>
body-319,<div>Your pooler is not superstitious. I skipped report #13 by sheer accident and I regret the error. The next report will be #15.<br><div><br></div>-- <br><div><div><div><div><div><div>-----------------------------<br>David Martosko<div>▊▊▊▊▊▊▊▊▊▊</div><div>@dmartosko</div></div></div></div></div></div></div></div>
body-114,"<div> <div> <div>The president exited his car at 3:09 p.m. at Arlington National Cemetery. It was raining. He was greeted by (per press office):</div> <div> <div> <br> </div> <div> <div>Karen Durham-Aguilera Executive Director Army National Military Cemeteries Arlington National Cemetery and Office of Army Cemeteries</div> <div><br> </div> <div>SGM Patrick D. Thomas Senior Enlisted Advisor Office of Army Cemeteries</div> </div> </div> <div><br> </div> <div>He walked through the grass past several headstones. He carried an umbrella in his hand but did not use it. He stopped to look at a red white and blue wreath. </div> <div><br> </div> <div>He looked at reporters and said: “Hard to believe isn’t it?”</div> <div><br> </div> <div>He then took two questions from reporters. One was about what this moment means to him and another about whether pulling troops out of Afghanistan was a hard decision. It was difficult to hear answers here are some highlights. Will need to check tape for direct quotes.</div> <div><br> </div> <div>First question: ""I’m always amazed at generation after generation the women the men prepared to give their lives for their country.” </div> <div><br> </div> <div>Second question: “No it wasn’t” a hard decision to make. “It was absolutely clear.” </div> <div><br> </div> <div>Pool loaded in vans as of 3:19 p.m. Rolling as of 3:22 p.m.</div> <div><br> </div> <div><br> </div> <div> <div> Courtney Rozen</div> <div> White House Reporter</div> <div> Bloomberg Government</div> <div> ▊▊▊▊▊▊▊▊▊▊</div> <div> ▊▊▊▊▊▊▊▊▊▊</div> </div> </div> </div>"
